3Ltr,Company,Country,Telephony
DIS,AERODIS AVIACION S.L.,SPAIN,AERODIS
DJA,ANTINEA AIRLINES,ALGERIA,ANTINEA
DJH,"DEER JET AVIATION CO., LTD.",CHINA,JET FLAG
DJR,"DESERT JET, LLC (THERMAL, CA)",UNITED STATES,DESERT FLIGHT
DJT,DREAMJET,FRANCE,DREAMJET
DKE,JUBILEE AIRWAYS LTD,UNITED KINGDOM,DUKE
DKH,"JUNEYAO AIRLINES CO., LTD",CHINA,AIR JUNEYAO
DKN,AIR DECCAN,INDIA,AIR DECCAN
DKR,DARIK SKY,BULGARIA,DIMA
DKT,"BUSINESS AVIATION COURIER, INC. (SIOUX FALLS, SD)",UNITED STATES,DAKOTA
DKZ,DALA AIR,KAZAKHSTAN,NOMAD
DLA,AIR DOLOMITI,ITALY,DOLOMITI
DLB,DESTINATION AIRLINK BAHAMAS LTD,BAHAMAS,AIRLINK BAHAMAS
DLC,"DEHONG SOUTH ASIAN GENERAL AVIATION CO., LTD",CHINA,SOARCOPTER
DLF,DIRECT FLY SP. Z.O.O.,POLAND,RED WISENT
DLG,"AEROLINEAS DEL GOLFO, S.A. DE C.V.",MEXICO,DELGOLFO
DLH,"DEUTSCHE LUFTHANSA, AG, KOELN",GERMANY,LUFTHANSA
DLJ,"DINGLONG BUSINESS AVIATION CO., LTD",CHINA,DING AIR
DLK,MILLENNIUM AIRLINES PRIVATE LIMITED,SRI LANKA,DEKKANLANKA
DLR,DALA AIR SERVICES LTD,NIGERIA,DALA AIR
DLX,"DREAMLINE AVIATION, LLC (SAN FRANCISCO, CA)",UNITED STATES,DREAMLINE
DLY,"AIR INDEPENDENCE GMBH, MUENCHEN",GERMANY,DAILY
DMB,AERORENTAL,PANAMA,AERORENTAL
DMC,"AERODINAMICA DE MONTERREY, S.A. DE C.V.",MEXICO,DINAMICAMONT
DMD,NAMDEB DIAMOND CORPORATION NAMIBIA,NAMIBIA,DIAMONDJET
DMI,"AEROSERVICIOS DINAMICOS, S.A. DE C.V.",MEXICO,AERODINAMICO
DMJ,"AEROLINEAS DAMOJH, S.A. DE C.V.",MEXICO,DAMOJH
DML,GETJET AIRLINES LATVIA,LATVIA,DREAMLAND
DMN,DIAMOND FLIGHT ACADEMY SCANDINAVIA AB,SWEDEN,DIAMOND ACADEMY
DMQ,DAALLO AIRLINES (SOMALIA),SOMALIA,DALO
DMR,HELIDOSA AVIATION GROUP,DOMINICAN REPUBLIC,HELIDOSA
DMS,DIAMOND SKY,ESTONIA,DIAMOND
DNC,"AERODYNAMICS MALAGA, S.L.",SPAIN,FLYINGOLIVE
DND,ELDINDER AIRLINES,SUDAN,DINDER
DNS,DNIPROAVIASERVIS COMPANY,UKRAINE,
DNU,DAT LT UAB,LITHUANIA,DANU
DNY,DANISH NAVY,DENMARK,DANISH NAVY
DOC,NORSK LUFTAMBULANSE A/S,NORWAY,HELIDOC
DOD,USAF AIR MOBILITY OPERATIONS CONTROL CENTER,UNITED STATES,
DOI,"U.S. DEPARTMENT OF THE INTERIOR, OFFICE OF AIRCRAFT SERVICES, (BOISE, ID)",UNITED STATES,INTERIOR
DOJ,"UNITED STATES DEPARTMENT OF JUSTICE PRISONER AND ALIEN TRANSPORTATION SERVICE (JPATS) (EL PASO, TX)",UNITED STATES,JUSTICE
DOK,NORDIC AIR AMBULANCE A/S,DENMARK,DOCTOR
DOL,"EBSCO, INC. D/B/A MILLION AIR LONGVIEW (LONGVIEW, TX)",UNITED STATES,DOLLAR SIGN
DOM,DOMERGUE AVIATION,FRANCE,DOME AIR
DON,DONAIR FLYING CLUB LTD,UNITED KINGDOM,DONAIR
DOR,GENERAL ATOMICS AEROTEC SYSTEMS GMBH,GERMANY,DORNIER
DOS,"UNITED STATES GOVERNMENT, DEPARTMENT OF STATE INL/A",,DOSAIR
DOV,DOVE AIR SERVICES CO. LTD,SUDAN,DOVAIR
DOW,"BEST JETS INTERNATIONAL (MINNEAPOLIS, MN)",UNITED STATES,DOWNTOWN
DPH,"DOMODEDOVO AIRPORT HANDLING, CJSC",RUSSIAN FEDERATION,
DPJ,"DELTA PRIVATE JETS (CINCINNATTI, OH)",UNITED STATES,JET CARD
DPS,"ALABAMA DEPARTMENT OF PUBLIC SAFETY (MONTGOMERY, AL)",UNITED STATES,BLUE-GRAY
DQA,ISLAND AVIATION,MALDIVES,SKY SURFER
DRB,DIDIER ROUSSET BUY,CHILE,DIDIER
DRD,"AEREO DORADO, S.A. DE C.V.",MEXICO,AEREO DORADO
DRE,"MICHIGAN AIRWAYS, INC. D/B/A DRUMMOND ISLAND AIR (DRUMMOND ISLAND, MI)",UNITED STATES,MICHIGAN
DRF,DREAM FLYERS TRAINING CENTER,SPAIN,
DRK,DRUK AIR,BHUTAN,ROYAL BHUTAN
DRL,"OMNI AIR TRANSPORT, LLC (TULSA, OK)",UNITED STATES,DRILLER
DRM,AIRWAYS FLIGHT TRAINING,UNITED KINGDOM,DARTMOOR
DRO,"ADRO SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,ADRO SERVICIOS
DRS,"DREAMSHORE AERO (BAR HARBOR, ME)",UNITED STATES,DREAMSHORE
DRU,ALROSA AIR COMPANY LIMITED,RUSSIAN FEDERATION,MIRNY
DRX,DES R. CARGO EXPRESS,MAURITANIA,
DRY,"DERAYA AIR TAXI, PT.",INDONESIA,DERAYA
DRZ,"DERAZONA AIR SERVICE, PT.",INDONESIA,DERAZONA
DSA,"DANBURY AIRWAYS, INC. (DANBURY, CT)",UNITED STATES,DANBURY AIRWAYS
DSF,DASSAULT FALCON SERVICE FRANCE,FRANCE,DASSAULT FRANCE
DSM,LAN ARGENTINA S.A.,ARGENTINA,LAN AR
DSO,DASSAULT FALCON SERVICE,FRANCE,DASSAULT
DSP,SURAVIATION S.L.,SPAIN,SURAVIATION
DSQ,DASAB AIRLINES,NIGERIA,DASAB AIR
DSR,"DAIRO AIR SERVICES, LTD.",UGANDA,DAIRAIR
DST,STAR AVIATION SPA,ALGERIA,STAR AVIATION
DSU,"DELTA STATE UNIVERSITY (CLEVELAND, MS)",UNITED STATES,DELTA STATE
DTA,"TAAG, LINHAS AEREAS DE ANGOLA (ANGOLA AIRLINES)",ANGOLA,DTA
DTG,AIRZENA LLC,GEORGIA,ZENA
DTH,TASSILI AIRLINES,ALGERIA,TASSILI AIR
DTN,DATA INTERNATIONAL LTD,SUDAN,DATA AIR
DTO,AERODESIERTO S.A.,CHILE,AERODESIERTO
DTR,DANISH AIR TRANSPORT A/S,DENMARK,DANISH
DUA,DUSHANBE AIR,TAJIKISTAN,DUSHANBE AIR
DUB,DUBAI AIRWING,UNITED ARAB EMIRATES,DUBAI
DUC,CLASS AVIATION,MAURITANIA,RICHAT
DUG,AEROTECNICA S.A.,VENEZUELA,ATSAVEN
DUN,DUN AIR,MAURITANIA,DUNAIR
DVI,"AERO DAVINCI INTERNATIONAL, S.A. DE C.V.",MEXICO,AERO DAVINCI
DVN,ADVENTIA,SPAIN,ADVENTIA
DVR,DIVI DIVI AIR INC.,NETHERLANDS,DIVI AIR
DVY,"LEGENDS AIRWAYS, LLC.",UNITED STATES,DEVIL RAY
DVZ,"AEROTAXI DVZ, S.A. DE C.V.",MEXICO,AEROTAXI DVZ
DWG,"VALKYRIE AERO, LLC",UNITED STATES,DARK WING
DWI,DOMINICAN WINGS,DOMINICAN REPUBLIC,DOMINICAN
DWR,"DELAWARE SKYWAYS, LLC (NEW CASTLE, DE)",UNITED STATES,DELAWARE
DXH,"EAST STAR AIRLINES CO., LTD",CHINA,EAST STAR
DXT,"AIR MANAGEMENT GROUP, CJSC",RUSSIAN FEDERATION,DEXTER
DYM,"DYNAMIC AIR, S.L.",SPAIN,DYNAMIC SKY
DYN,"AERODYNAMICS, INC. (WATERFORD, MI)",UNITED STATES,AERODYNAMICS
DZR,"MIDWEST AVIATION (OMAHA, NE)",UNITED STATES,DOZER
EAC,"EXECUTIVE AIR CHARTER (HONOLULU, HI)",UNITED STATES,EXECAIR
EAD,"EAA - ESCOLA DE AVIACAO AEROCONDOR, SA",PORTUGAL,AERO-ESCOLA
EAF,ELECTRA AIRWAYS,BULGARIA,ELECTRA
EAG,EMERALD AIRLINES (UK) LIMITED,UNITED KINGDOM,GREENSTONE
EAI,EMERALD AIRLINES (IRELAND) LIMITED,IRELAND,GEMSTONE
EAK,EURO-ASIA AIR,KAZAKHSTAN,EAKAZ
EAL,"EASTERN AIRLINES, LLC (HIGH POINT, NC)",UNITED STATES,EASTERN
EAM,EMBASSY AIRLINES LIMITED,NIGERIA,EMBASSY AIR
EAN,EXPRESS AIRWAYS NIGERIA LIMITED,NIGERIA,NIGERIA EXPRESS
EAO,ELITAVIA SAN MARINO SRL,SAN MARINO,MARINO
EAP,AERO-PYRENEES,FRANCE,AERO-PYRENEES
EAQ,EASTERN AUSTRALIA AIRLINES PTY LTD,AUSTRALIA,
EAR,"TRANSPORTE EJECUTIVO AEREO, S.A. DE C.V.",MEXICO,EJECUTIVO-AEREO
EAS,EXECUTIVE AEROSPACE (PTY) LTD,SOUTH AFRICA,AEROSPACE
EAT,"AIR TRANSPORT, LTD",SLOVAKIA,TRANS EUROPE
EAU,ELITAVIA MALTA LTD,MALTA,ELITE
EAV,ELITAVIA D.O.O.,SLOVENIA,ELITAVIA
EAW,WALYA AIRWAYS,ETHIOPIA,WALYA
EAX,EUROPEAN AVIATION SCHOOL OF BARCELONA,SPAIN,AEREAS
EBE,"MINEBEA AVIATION CO., LTD",THAILAND,MINEBEA
EBF,ECHO AIRLINES LTD.,BAHAMAS,
EBS,"AEG AVIATION SERVICES (STATELINE, NV)",UNITED STATES,
EBV,"AERBRAVA, S.C.P.",SPAIN,
ECA,OHL AIR CHARTERFLUG,GERMANY,DARK KNIGHT
ECC,ECLAIR AVIATION,CZECHIA,ECLAIR
ECD,ECOTOUR,MEXICO,ECOTOUR
ECF,EUROCOPTER,FRANCE,EUROCOPTER
ECH,"ESN JET SERVICE, LLC",RUSSIAN FEDERATION,
ECI,"EASTERN CAROLINA AVIATION, INC. (RICHLANDS, NC)",UNITED STATES,EASTERN CAROLINA
ECJ,"EAST COAST JETS, INC. (ALLENTOWN, PA)",UNITED STATES,EASTCOAST JET
ECL,"AERONAUTICA CASTELLANA, S.L.",SPAIN,AERO CASTELLANA
ECM,"AEROLINEAS COMERCIALES, S.A. DE C.V.",MEXICO,AERO COMERCIALES
ECN,"EURO CONTINENTAL AIE, S.L.",SPAIN,EURO CONTINENTAL
ECO,LINEA AEREA ECO JET S.A.,BOLIVIA,ECOJET
ECQ,ECO AIR LIMITED,NIGERIA,SKYBRIDGE
ECR,"ENERGIA CREADORA, S.A. DE C.V.",MEXICO,ENERGIA
ECT,EAST COAST AIRWAYS (PTY) LTD,SOUTH AFRICA,EASTWAY
ECU,EC-FLY,SPAIN,
ECV,SPECTRUM AVIA,RUSSIAN FEDERATION,
ECW,ECO AIRWAYS S.A.,BURKINA FASO,ECOTRAVEL
ECX,"ECOMEX AIR CARGO, LDA.",ANGOLA,AIR ECOMEX
EDA,EXEC DIRECT AVIATION,JAMAICA,CARGO LIFT
EDC,AIR CHARTER SCOTLAND LTD,UNITED KINGDOM,SALTIRE
EDD,"LINEAS AEREAS EJECUTIVAS DE DURANGO, S.A. DE C.V.",MEXICO,LINEAS DURANGO
EDG,"WESTERN AIR CHARTER, INC. D/B/A JET EDGE (SCOTTSDALE, AZ)",UNITED STATES,JET EDGE
EDL,"POLIZEIHUBSCHRAUBERSTAFFEL BAYERN, MUENCHEN",GERMANY,POLICE EDELWEISS
EDN,EDEN,ISRAEL,
EDO,"EDACOM, D.O.O.",SLOVENIA,EDACOM
EDR,FLY ALWAYS,SURINAME,BIRDVIEW
EDV,ENDEAVOR AIR,UNITED STATES,ENDEAVOR
EDW,EDELWEISS AIR AG,SWITZERLAND,EDELWEISS
EDY,APOLLO AIR SERVICES LTD.,UNITED KINGDOM,SOLWAY
EEF,ESTONIAN AIRFORCE,ESTONIA,ESTONIAN AIRFORCE
EEL,EAGLE EUROPEAN LTD,UNITED KINGDOM,SOLACE
EEM,"EJECUTIVO AEREO DE MEXICO, S.A. DE C.V.",MEXICO,EJEAERMEX
EES,EAGLE EXPRESS,SERBIA,EAGLE STAR
EEU,EUROFLY SERVICE S.P.A.,ITALY,EUROFLY
EFA,EXPRESS FREIGHTERS AUSTRALIA,AUSTRALIA,EXPRESS FREIGHT
EFB,EMERALD JETS S.A.L.,LEBANON,EMERALD JETS
EFC,EMIRATES FLIGHT TRAINING ACADEMY,UNITED ARAB EMIRATES,AL WASEL
EFD,"EISELE FLUGDIENST GMBH, STUTTGART",GERMANY,EVER FLIGHT
EFE,E-FREIGHT INTERNATIONAL LTD,SUDAN,EFREIGHT SUDAN
EFF,WESTAIR AVIATION LIMITED,IRELAND,EMERALD
EFG,ELIFRIULIA S.R.L.,ITALY,ELIFRIULIA
EFO,"ESTOP ESTUDIOS DE FOTOGRAFIA, S.A.",SPAIN,
EFS,"EFAOS, AGENCIA DE VIAGENS E TURISMO, LDA",ANGOLA,EFAOS
EFT,"EXECUFLIGHT, INC. (FORT LAUDERDALE, FL)",UNITED STATES,ZIPLINE
EFW,BA EUROFLYER,UNITED KINGDOM,
EFX,EASY FLY EXPRESS LIMITED,BANGLADESH,EASY EXPRESS
EFY,EASYFLY S.A. (EMPRESA AEREA DE SERVICIOS Y FACILITACION LOGISTICA INTEGRAL S.A.),COLOMBIA,
EGA,AIR EAGLE,PAKISTAN,AIR EAGLE
EGC,"FIRST WING AIRCRAFT CHARTER AND MAINTENANCE (INDIANAPOLIS, IN)",UNITED STATES,EAGLE CREEK
EGL,CAPITAL AIR AMBULANCE LIMITED,UNITED KINGDOM,PRESTIGE
EGM,ECUATOGUINEANA DE AIR ET MARITIME SERVICE - EGAMS,EQUATORIAL GUINEA,EGAMS
EGO,GAUTENG AIR CARGO CC,SOUTH AFRICA,GAUTENG
EGS,"NATIONAL JETS, INC.",UNITED STATES,EVERGLADES
EGT,EGT JET LTD.,BULGARIA,BULGARIAN JET
EGU,EAGLE AVIATION (U) LTD,UGANDA,AFRICAN EAGLE
EGV,ENRIQUE GLEISNER VIVANCO,CHILE,GLEISNER
EGW,EGO AIRWAYS S.P.A.,ITALY,EGOL
EGY,EGYPTIAN AIR FORCE,EGYPT,
EHD,"E H DARBY AVIATION (SHEFFIELD, AL)",UNITED STATES,PLATINUM AIR
EHN,EAST HORIZON AIRLINES,AFGHANISTAN,EAST HORIZON
EHR,NORDURFLUG EHF,ICELAND,ROTOR
EIA,EVERGREEN INTERNATIONAL AIRLINES,UNITED STATES,EVERGREEN
EIC,EXPRESS INTERNATIONAL CARGO CORPORATION,SAO TOME AND PRINCIPE,EXCARGO
EIN,AER LINGUS TEORANTA,IRELAND,SHAMROCK
EIS,"E.I.S. AIRCRAFT GMBH, KIEL-HOLTENAU",GERMANY,COOL
EJA,"NETJETS AVIATION, INC. (COLUMBUS, OH)",UNITED STATES,EXECJET
EJE,"HEBEI TONGHE GENERAL AVIATION CO., LTD.",CHINA,VOODOO
EJM,"EXECUTIVE JET MANAGEMENT, INC. (CINCINNATI, OH)",UNITED STATES,JET SPEED
EJO,EXECUJET MIDDLE EAST,UNITED ARAB EMIRATES,MIDJET
EJP,"AEROSERVICIOS EJECUTIVOS CORPORATIVOS, S.A. DE C.V.",MEXICO,EJECORPORATIVOS
EJS,EUROJET SERVIS S.R.O.,CZECHIA,EEJAY SERVICE
EJT,"ECLIPSE AVIATION (ALBUQUERQUE, NM)",UNITED STATES,ECLIPSE JET
EJU,EASYJET EUROPE AIRLINE GMBH,AUSTRIA,ALPINE
EJV,"COMPANIA EJECUTIVA, S.A. DE C.V.",MEXICO,EJECUTIVA
EJX,EGYPTIAN AVIATION,EGYPT,
EJZ,EXECUTIVE JET SERVICES,SAO TOME AND PRINCIPE,
EKA,EQUAFLIGHT SERVICE,CONGO,EQUAFLIGHT
EKC,"EAST KANSAS CITY AVIATION, INC. (GRAIN VALLEY, MO)",UNITED STATES,BLUE GOOSE
EKG,AFRIC AVIATION,GABON,
EKJ,EQUAJET,CONGO,EQUAJET
EKO,ECO AIRLINES SIA,LATVIA,ECOAIR
EKT,EUROPEAN SAO LTD.,MALTA,BLUE KNIGHT
EKY,"AVIATION PARTNERS, S. DE R.L. DE.C.V. D/B/A EASYSKY",HONDURAS,
ELA,ELITALIANA SPA,ITALY,
ELB,ELLINAIR,GREECE,ELLINAIR HELLAS
ELD,"EROPORTER, S.L.",SPAIN,
ELE,"EUROAIRLINES, S.L.",SPAIN,EUROLINE
ELF,FLY ELLAS,GREECE,ELLASJET
ELG,ELANGENI GMBH,AUSTRIA,ELANGENI
ELH,BABCOCK MISSION CRITICAL SERVICES ITALIA SPA,ITALY,LARIO
ELJ,ELITE JET S.R.O.,SLOVAKIA,TOPJET
ELN,ELIN GROUP LIMITED,NIGERIA,ELIN BIRD
ELO,EUROLOT S.A.,POLAND,EUROLOT
ELR,ELROM AVIATION AND INVESTMENTS,ISRAEL,
ELT,"ELLIOTT AVIATION, INC. (OMAHA, NE)",UNITED STATES,ELLIOTT
ELU,EGYPTIAN LEISURE AIRLINES,EGYPT,EGYPTIAN LEISURE
ELV,ELVETIA AVIATION S.A.P.I. DE C.V.,MEXICO,ELVETIA
ELW,YELLOW WINGS AIR SERVICES LTD,KENYA,YELLOW WINGS
ELX,"ELAN EXPRESS (LAS VEGAS, NV)",UNITED STATES,ELAN
ELY,EL AL - ISRAEL AIRLINES LTD.,ISRAEL,ELAL
ELZ,ELITE AIR,UNITED STATES,ELITE AIR
EMA,EGYPTIAN AVIATION COMPANY,EGYPT,
EMB,"EMPRESA BRASILEIRA DE AERONAUTICA, S/A",BRAZIL,EMBRAER
EMC,247 AVIATION LIMITED,UNITED KINGDOM,NIGHTINGALE
EMD,"BALLARD AVIATION, INC. D/B/A EAGLEMED (WICHITA, KS)",UNITED STATES,EAGLEMED
EME,"METRO EXPRESS, INC. D/B/A EASTERN METRO EXPRESS (ATLANTA, GA)",UNITED STATES,EMAIR
EMI,PREMIUM AIR SHUTTLE LTD,NIGERIA,BLUE SHUTTLE
EMJ,"FRIENDSHIP AIRWAYS (FORT LAUDERDALE, FL)",UNITED STATES,LIGHT HOUSE
EML,"EMA S.A., EMPRESA DE MELOS AEREOS",PORTUGAL,EMALUSA
EMM,EMPEROR AVIATION,MALTA,RULER
EMP,"EMPIRE AIR SERVICE, INC. (ROCHESTER, NY)",UNITED STATES,EMPIRE
EMR,ZEMMOUR AIRLINES,MAURITANIA,ZEMMOUR
EMS,"AERO SERVICIOS EMPRESARIALES, S.A. DE C.V.",MEXICO,SERVIEMPRESARIAL
EMT,EMETEBE,ECUADOR,EMETEBE
EMU,EAST ASIA AIRLINES LTD,CHINA,
EMZ,ETHIOPIAN MOZAMBIQUE AIRLINES,MOZAMBIQUE,EMOZ
ENA,"ESPANA, DIRECCION GENERAL DE AVIACION CIVIL Y TELECOMUNICACIONES",SPAIN,ENA
ENC,ENDECOTS S.A.,ECUADOR,ENDECOTS
END,"ARRENDADORA Y TRANSPORTADORA AEREA, S.A. DE C.V.",MEXICO,ARRENDADORA
ENE,"ENERJET, S.A. DE C.V.",MEXICO,JET-ENER
ENF,ENAV S.P.A.,ITALY,ENAV CHECK
ENK,"EXECUTIVE AIRLINK INC. (NEBO, NC)",UNITED STATES,SUNBIRD
ENL,SERVICIOS OPTIMOS DE AEROENLACE S.A. DE C.V.,MEXICO,OPTIMOS
ENR,SCENIC AIR (PTY) LTD,NAMIBIA,
ENS,"ENTERGY SERVICES, INC. (NEW ORLEANS, LA)",UNITED STATES,ENTERGY SHUTTLE
ENT,ENTER AIR SP. Z.O.O.,POLAND,ENTERAIR
ENW,AERONAVES DEL NOROESTE,SPAIN,AERONOR
ENY,ENVOY AIR INC.,UNITED STATES,ENVOY
ENZ,JOTA AVIATION LTD,UNITED KINGDOM,ENZO
EOA,ELILOMBARDA S.R.L.,ITALY,LOMBARDA
EOK,AERO K AIRLINES,REPUBLIC OF KOREA,AEROHANGUK
EOL,AIRAILES,FRANCE,EOLE
EOP,"EOLO PLUS, S.A. DE C.V.",MEXICO,EOLO PLUS
EOS,ELIOSSOLA S.R.L.,ITALY,ELIOSSOLA
EPA,"DONGHAI AIRLINES CO., LTD.",CHINA,DONGHAI AIR
EPB,DONGHAI BUSINESS AVIATION COMPANY LTD,CHINA,DONG JET
EPC,EUROPILOT CENTER,BELGIUM,EUROPILOT
EPI,EPIC FLIGHT ACADEMY/ EPIC AVIATION,UNITED STATES,EPIC RED
EPJ,TRABAJOS AEREOS ESPEJO S.L.,SPAIN,ESPEJO
EPL,AERO TRANSPORTES EMPRESARIALES,MEXICO,EMPRESARIALES
EPR,"EXPRESS AIRWAYS, D.O.O.",SLOVENIA,EMPEROR
EPS,"EPPS AIR SERVICE, INC. (ATLANTA, GA)",UNITED STATES,EPPS AIR
EPU,"AERO ELITE ACAPULCO, S.A. DE C.V.",MEXICO,ELITACAPULCO
EQL,AIR SAO TOME AND PRINCIPE,SAO TOME AND PRINCIPE,EQUATORIAL
EQT,FLIGHT ACADEMY BLACKPOOL,UNITED KINGDOM,EQUITY
EQX,EQUINOXAIR S.A.S.,ECUADOR,EQUINOX
ERA,"AEROTAXIS TUCAN, S.A. DE C.V.",MEXICO,ROCAN
ERC,AEROCHARTER,GUATEMALA,
ERE,"ERIE AIRWAYS, INC. (ERIE, PA)",UNITED STATES,AIR ERIE
ERF,EROFEY LLC,RUSSIAN FEDERATION,GULLIVER
ERH,"ERA HELICOPTERS (LAKE CHARLES, LA)",UNITED STATES,ERA
ERI,"AERO SERVICIOS REGIOMONTANOS, S.A. DE C.V.",MEXICO,ASERGIO
ERK,AEROSEC,CHILE,AEROSEC
ERL,"AERO LAB, S.A. DE C.V.",MEXICO,AEROLAB
ERM,"AEROMAAN, S.A. DE C.V.",MEXICO,EOMAAN
ERN,ERNEST S.P.A.,ITALY,ERNEST
ERO,"AEROECOM, C.A.",VENEZUELA,AEROECOM
ERS,REAL AEROCLUB DE SEVILLA,SPAIN,
ERT,ERITREAN AIRLINES,ERITREA,ERITREAN
ERU,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,UNITED STATES,RIDDLE
ERX,EARTH AIRLINES SERVICES LIMITED,NIGERIA,EARTH AIR
ERY,SKY QUEST,UNITED STATES,ERIE SHORE
ESA,"ESCAIR, S.L.",SPAIN,MALAGAIR
ESC,EL SOL DE AMERICA C.A.,VENEZUELA,SOLAMERICA
ESD,EASTINDO SERVICES,INDONESIA,EASTINDO
ESE,"ENSENADA VUELOS ESPECIALES, S.A. DE C.V.",MEXICO,ENSENADA ESPECIAL
ESF,"ESTAFETA CARGA AEREA, S.A. DE C.V.",MEXICO,ESTAFETA
ESM,EXECUTIVE AIRCRAFT SERVICES S.A.L.,LEBANON,EXEC AIRCRAFT
ESO,AVITAT,UNITED KINGDOM,
ESP,ESPERIA AVIATION SERVICES S.P.A.,ITALY,
ESQ,EUROP-STAR AIRCRAFT GMBH,AUSTRIA,EUROP STAR
ESR,EASTARJET,REPUBLIC OF KOREA,EASTARJET
ESS,THAI EASTARJET,THAILAND,THAI STAR
EST,REGIONAL JET OU,ESTONIA,REVAL
ESU,"EMPRESA DE TRANSPORTE AEREOCARGO DEL SUR, S.A",VENEZUELA,EMTRASUR
ESW,ASG BUSINESS AVIATION LLC,AZERBAIJAN,W-BUSINESS
ESX,EUROSKYLINK LTD,UNITED KINGDOM,CATFISH
ESY,"EASOFLYERS, S.L.",SPAIN,DONOSTI
ETA,"ZETTA JET USA, INC.",UNITED STATES,TIME MACHINE
ETC,AFRICAN TRANSPORT TRADING AND INVESTMENT CO. (ATTICO),SUDAN,TRANATTICO
ETD,ETIHAD AIRWAYS,UNITED ARAB EMIRATES,ETIHAD
ETE,"SERVICIOS AEREOS ELITE, S.A. DE C.V.",MEXICO,SAELITE
ETF,UNIDADES AEROMOVILES DEL EJERCITO DE TIERRA,SPAIN,
ETH,ETHIOPIAN AIRLINES CORPORATION,ETHIOPIA,ETHIOPIAN
ETI,H-BIRD AVIATION SERVICES AB,SWEDEN,JETHAWK
ETJ,EAST AIR,TAJIKISTAN,EAST TAJIK
ETL,"PATTERSON AVIATION COMPANY (SACRAMENTO, CA)",UNITED STATES,ENTEL
ETM,ETRAM AIR WING,ANGOLA,ETRAM
ETN,CHIM-NIR AVIATION,ISRAEL,CHIMNIR
ETP,EMPIRE TEST PILOTS SCHOOL,UNITED KINGDOM,TESTER
ETR,"ESTELAR LATINOAMERICA, C.A.",VENEZUELA,ESTEL
ETS,ELTSOVKA AIRLINES,RUSSIAN FEDERATION,ELTSOVKA
ETU,"EASTUNION, CJSC",RUSSIAN FEDERATION,
ETZ,"AEROTRANSPORTES ZODIAC, S.A. DE C.V.",MEXICO,AERO ZODIAC
EUC,EUROCONTROL,BELGIUM,
EUD,EURO MEDITERRANEAN AIRLINES,EGYPT,
EUK,AER LINGUS (UK) LIMITED,UNITED KINGDOM,GREEN FLIGHT
EUL,EUROLINK GMBH,GERMANY,EUROLINK
EUP,PAN EUROPEENNE,FRANCE,SAVOY
EUS,"EURUS AVIATION, S.A.P.I. DE C.V.",MEXICO,EURUS
EUU,EUROAMERICAN AIR,URUGUAY,EUROAMERICAN
EUW,EFS EUROPEAN FLIGHT SERVICE AB,SWEDEN,EUROWEST
EVA,EVA AIRWAYS CORPORATION,CHINA,EVA
EVE,"EVELOP AIRLINE, S.L.",SPAIN,EVELOP
EVJ,"EVERJETS - AVIACAO EXECUTIVA, S.A.",PORTUGAL,EVERJETS
EVK,EVERETT AVIATION,KENYA,EVERETT
EVL,EVOLEM AVIATION,FRANCE,EVOLEM
EVM,NATURAL ENVIRONMENT RESEARCH COUNCIL,UNITED KINGDOM,SCIENCE
EVQ,EVERETT AVIATION LDA,MOZAMBIQUE,EVERETT AIR
EVR,"AERONAUTICAL ACADEMY OF EUROPE - ACADEMIA AERONAUTICA DE EVORA, S.A.",PORTUGAL,DIANA
EVT,EVERETT LIMITED,UNITED REPUBLIC OF TANZANIA,
EVX,ATR (AVION DE TRANSPORT REGIONAL),FRANCE,GREEN SPIRIT
EVY,"34 SQUADRON, ROYAL AUSTRALIAN AIR FORCE",AUSTRALIA,
EWA,EWEST AIR,REPUBLIC OF KOREA,EWEST
EWE,EWAT GMBH,AUSTRIA,
EWG,EUROWINGS GMBH,GERMANY,EUROWINGS
EWL,EUROWINGS EUROPE LTD.,MALTA,BLACK PEARL
EWR,EWA AIR,FRANCE,MAYOTTE AIR
EWS,EAST WEST AIRLINES,SYRIAN ARAB REPUBLIC,EAST WEST
EWU,EAST - WEST EXPRESS LLC,UKRAINE,UKRAINE EXPRESS
EWZ,EAST WING,KAZAKHSTAN,E-WING
EXA,IMP GROUP LTD,CANADA,CANADIANEXECAIRE
EXB,BRAZILIAN ARMY AVIATION,BRAZIL,BRAZILIAN ARMY
EXC,EC CHARTER CA,VENEZUELA,ECAIR
EXD,EXECUJET AVIATION (PTY) LTD,SOUTH AFRICA,PLATINUM EXEC
EXE,"EXECUTIVE FLIGHT, INC. (ARLINGTON, TX)",UNITED STATES,EXEC
EXF,"EXIMFLIGHT, S.A. DE C.V.",MEXICO,EXIMFLIGHT
EXH,EXECUTIVE HELICOPTERS,IRELAND,EXEC HELI
EXJ,EXECUTIVE JET CHARTER LIMITED,UNITED KINGDOM,VOLANTE
EXM,CAA FLIGHT EXAMINERS,UNITED KINGDOM,EXAM
EXN,EXIN,POLAND,EXIN
EXP,ISLAND EXPRESS AIR,UNITED STATES,ISLAND EXPRESS
EXS,JET2.COM LTD,UNITED KINGDOM,CHANNEX
EXU,"EXECUTIVE AIRLINES, S.L.",SPAIN,SACIR
